11947758,9800,Cars for Sale,sale,Phnom Penh,,Lexus,RX300,2002,Tax Paper,,SUV,Petrol,Auto,Gray,kh24,,,
11956723,2100,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11866279,37000,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover,2014,Plate Number,,SUV,Diesel,Auto,Gray,kh24,,,
11802122,2680,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,White,kh24,,,
11865844,16000,Lorries, Vans & Tractors,,Phnom Penh,,,,,,,Industrial Vehicle,,,,kh24,,,
11906605,19456,Cars for Sale,sale,Phnom Penh,,Ford,Ecosport,2022,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11882618,3500,Cars for Sale,sale,Battambang,,Toyota,Corolla,1998,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11638295,17700,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2013,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11963007,1290,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Other,kh24,,,
11938724,18800,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2012,Plate Number,,Hatchback,Hybrid,Auto,White,kh24,,,
11553508,1,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11788695,1280,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Gray,kh24,,,
11639611,1,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11787824,193500,Cars for Sale,sale,Phnom Penh,,Cadillac,Escalade,2022,Plate Number,,,Petrol,Auto,Black,kh24,,,
11700443,5200,Cars for Sale,sale,Phnom Penh,,Toyota,Tacoma,1998,Plate Number,,Other,Petrol,Auto,Red,kh24,,,
11963000,8500,Cars for Sale,sale,Phnom Penh,,Kia,Morning,2015,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11882326,430,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11812288,55800,Cars for Sale,sale,Phnom Penh,,Toyota,Land Cruiser,2014,Plate Number,,SUV,Diesel,Auto,Gold,kh24,,,
11759595,35500,Cars for Sale,sale,Phnom Penh,,Ford,F150,2015,Plate Number,,Pickup,Petrol,Auto,White,kh24,,,
11892741,19800,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Hatchback,Petrol,Auto,Gray,kh24,,,
11892893,18900,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Hatchback,Petrol,Auto,White,kh24,,,
11923431,52200,Cars for Sale,sale,Phnom Penh,,Ford,F-150 Raptor,2017,Plate Number,,Pickup,Petrol,Auto,White,kh24,,,
11929606,49700,Cars for Sale,sale,Phnom Penh,,Ford,F-150 Raptor,2017,Plate Number,,Pickup,Petrol,Auto,Black,kh24,,,
