11983880,39900,Cars for Sale,sale,Phnom Penh,,Lexus,NX,2015,Tax Paper,,SUV,Petrol,Auto,Other,kh24,,,
11919099,28500,Cars for Sale,sale,Phnom Penh,,peugeot,3008,2019,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11731554,1699,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11716731,17200,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,,,Auto,Silver,kh24,,,
11987317,2150,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11980148,1230,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Blue,kh24,,,
11580417,22800,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2013,Tax Paper,,Sedan,Hybrid,Auto,White,kh24,,,
11967810,31800,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C300,2015,Tax Paper,,,,Auto,White,kh24,,,
11921752,750,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Gold,kh24,,,
11678623,26500,Cars for Sale,sale,Phnom Penh,,Chevrolet,Tracker,2024,Tax Paper,,SUV,Petrol,Auto,Black,kh24,,,
11970174,49900,Cars for Sale,sale,Phnom Penh,,JMC,Other,2025,Tax Paper,,Pickup,Diesel,Auto,White,kh24,,,
11830633,47900,Cars for Sale,sale,Phnom Penh,,JMC,Other,2025,Tax Paper,,Pickup,Diesel,Auto,White,kh24,,,
11429867,35900,Cars for Sale,sale,Phnom Penh,,JMC,Vigus Pro,2025,Tax Paper,,Pickup,Diesel,Auto,Blue,kh24,,,
11429711,47900,Cars for Sale,sale,Phnom Penh,,JMC,Vigus Pro,2025,Tax Paper,,Pickup,Diesel,Auto,White,kh24,,,
11987314,8100,Cars for Sale,sale,Phnom Penh,,Toyota,Camry,2003,Plate Number,,,,Auto,Gray,kh24,,,
11830582,47900,Cars for Sale,sale,Phnom Penh,,JMC,Other,2025,Tax Paper,,Pickup,Diesel,Auto,Black,kh24,,,
11830595,49900,Cars for Sale,sale,Phnom Penh,,JMC,Other,2025,Tax Paper,,Pickup,Diesel,Auto,Gray,kh24,,,
11429814,42900,Cars for Sale,sale,Phnom Penh,,JMC,Vigus Pro,2025,Tax Paper,,Pickup,Diesel,Auto,Black,kh24,,,
11430459,39900,Cars for Sale,sale,Phnom Penh,,JMC,Vigus Pro,2025,Tax Paper,,Pickup,Diesel,Auto,Black,kh24,,,
11913588,49900,Cars for Sale,sale,Phnom Penh,,Other,,2025,Tax Paper,,Pickup,Diesel,Auto,Blue,kh24,,,
11924365,1300,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11945201,88000,Cars for Sale,sale,Phnom Penh,,Land Rover,Defender 110,2020,Plate Number,,,Diesel,,White,kh24,,,
11986083,450,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11913600,49900,Cars for Sale,sale,Phnom Penh,,Other,,2025,Tax Paper,,Pickup,Diesel,Auto,Black,kh24,,,
11561679,170,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11549533,2250,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Green,kh24,,,
11987310,38000,Cars for Sale,sale,Phnom Penh,,Volkswagen,Caravelle,2018,Plate Number,,MPV (Minivan),Petrol,Auto,White,kh24,,,
11681514,12600,Cars for Sale,sale,Kandal,,Lexus,LX470,2001,Plate Number,,SUV,Petrol,Auto,Gold,kh24,,,
11723267,41500,Cars for Sale,sale,Phnom Penh,,Ford,Ranger Raptor,2019,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11987307,850,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11987306,29000,Cars for Sale,sale,Phnom Penh,,Other,,2025,Tax Paper,,SUV,Electric,Auto,White,kh24,,,
11819546,270000,Cars for Sale,sale,Phnom Penh,,BMW,Other,2023,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11473151,265000,Cars for Sale,sale,Phnom Penh,,Cadillac,Escalade ESV,2024,Tax Paper,,,Petrol,Auto,Black,kh24,,,
11748342,1350,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11728255,1680,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Black,kh24,,,
11715596,52000,Cars for Sale,sale,Phnom Penh,,Lexus,LX570,2008,Plate Number,,,,,Black,kh24,,,
11562341,28,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11987303,13900,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2001,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11975468,280,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11987302,650,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11726554,1480,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,White,kh24,,,
11965942,780,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11960039,820,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Green,kh24,,,
11566760,4450,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Green,kh24,,,
