11653233,20500,Cars for Sale,sale,Phnom Penh,,Lexus,CT,2012,Tax Paper,,Other,Hybrid,Auto,Gray,kh24,,,
11938252,20500,Cars for Sale,sale,Phnom Penh,,Lexus,CT,2012,Tax Paper,,Other,Hybrid,Auto,White,kh24,,,
11911632,285,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11844493,1380,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11975554,35800,Cars for Sale,sale,Phnom Penh,,Ford,Ranger,2024,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11976412,1,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11986288,2800,Cars for Sale,sale,Siem Reap,,Honda,CR-V,1997,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11890860,14500,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11970774,34000,Cars for Sale,sale,Phnom Penh,,Nissan,Navara,2021,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11834960,6,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11984596,12200,Cars for Sale,sale,Kampong Speu,,Toyota,Tacoma,2006,Plate Number,,Pickup,Petrol,Auto,Silver,kh24,,,
11753998,58500,Cars for Sale,sale,Phnom Penh,,Porsche,Macan S,2015,Tax Paper,,SUV,Petrol,Auto,White,kh24,,,
11817458,13500,Cars for Sale,sale,Phnom Penh,,Toyota,Land Cruiser,1998,Plate Number,,SUV,Diesel,Auto,Green,kh24,,,
11899949,26800,Cars for Sale,sale,Phnom Penh,,Isuzu,MU-X,2016,Plate Number,,SUV,Diesel,Auto,Orange,kh24,,,
11817465,21000,Cars for Sale,sale,Phnom Penh,,Lexus,RX330,2004,Plate Number,,SUV,Petrol,Auto,Gold,kh24,,,
11900177,17900,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Other,Hybrid,Auto,Silver,kh24,,,
11381519,330,Bicycles,,Phnom Penh,,,,,,,,,,,kh24,,,
11552581,33.45,Maintenance & Repair,,Phnom Penh,,,,,,,,,,,kh24,,,
11754012,77999,Cars for Sale,sale,Phnom Penh,,Bentley,Continental GT,2013,Plate Number,,Sports,Petrol,Auto,White,kh24,,,
11943581,3900,Cars for Sale,sale,Phnom Penh,,Kia,Truck,2000,Plate Number,,Pickup,LPG,Manual,White,kh24,,,
11988337,600,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11984253,12600,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11975156,12800,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11970553,14900,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11970581,14500,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Gold,kh24,,,
11985700,17800,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2005,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11933407,4400,Cars for Sale,sale,Phnom Penh,,Honda,CR-V,1998,Plate Number,,Other,Petrol,Auto,Silver,kh24,,,
11817437,31000,Cars for Sale,sale,Phnom Penh,,Hyundai,H1,2020,Plate Number,,MPV (Minivan),Diesel,Auto,Black,kh24,,,
11787477,14500,Cars for Sale,sale,Phnom Penh,,Lexus,GS,2006,Plate Number,,Sedan,Petrol,Auto,Silver,kh24,,,
11541600,30900,Cars for Sale,sale,Phnom Penh,,CHANGAN,UNI-T,2023,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11452093,430,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11396800,1280,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Yellow,kh24,,,
11817455,17000,Cars for Sale,sale,Phnom Penh,,Toyota,Land Cruiser,2000,Plate Number,,SUV,Diesel,Manual,Green,kh24,,,
11817448,18900,Cars for Sale,sale,Phnom Penh,,SsangYong,Stavic,2019,Plate Number,,MPV (Minivan),Diesel,Auto,White,kh24,,,
11965800,6500,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,E-Class,2001,Plate Number,,Other,Diesel,Auto,Silver,kh24,,,
11988335,11500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2007,Plate Number,,,Hybrid,Auto,Silver,kh24,,,
11829679,269000,Cars for Sale,sale,Phnom Penh,,Lexus,LM,2025,Tax Paper,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11846866,18500,Cars for Sale,sale,Phnom Penh,,Ford,Ecosport,2021,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
