11834206,29500,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2011,Tax Paper,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11774524,38500,Cars for Sale,sale,Phnom Penh,,Lexus,NX,2015,Tax Paper,,SUV,Petrol,Auto,Gray,kh24,,,
11843673,11500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2021,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11962065,61500,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2015,Tax Paper,,MPV (Minivan),Petrol,Auto,White,kh24,,,
11653780,48500,Cars for Sale,sale,Phnom Penh,,Hyundai,Staria,2022,Plate Number,,MPV (Minivan),Diesel,Auto,White,kh24,,,
11914423,55500,Cars for Sale,sale,Phnom Penh,,Toyota,Land Cruiser,2012,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11768217,55500,Cars for Sale,sale,Phnom Penh,,Ford,Everest,2023,Plate Number,,Other,Diesel,Auto,White,kh24,,,
11891167,11800,Cars for Sale,sale,Phnom Penh,,Hyundai,Starex,2009,Plate Number,,MPV (Minivan),Diesel,Auto,Silver,kh24,,,
11887610,60,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11887773,60,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11962061,3699,Cars for Sale,sale,Phnom Penh,,Kia,Morning,2004,Plate Number,,Hatchback,Petrol,Auto,Blue,kh24,,,
11893252,2450,Motorcycles For Sale,,Svay Rieng,,,,,Plate Number,,,,,White,kh24,,,
11931903,9700,Cars for Sale,sale,Phnom Penh,,Toyota,RAV4,2001,Plate Number,,,,Auto,White,kh24,,,
11905800,20500,Cars for Sale,sale,Phnom Penh,,Lexus,LX470,2003,Plate Number,,,Petrol,Auto,White,kh24,,,
11905785,22000,Cars for Sale,sale,Phnom Penh,,Lexus,LX470,2004,Plate Number,,,Petrol,Auto,White,kh24,,,
11917118,7650,Cars for Sale,sale,Phnom Penh,,Toyota,RAV4,2001,Plate Number,,,Petrol,Auto,Silver,kh24,,,
11909046,19500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2012,Tax Paper,,Sedan,Hybrid,Auto,White,kh24,,,
11391031,66666,Cars for Sale,sale,Phnom Penh,,GAC,GN8,2025,Tax Paper,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11950854,21500,Cars for Sale,sale,Phnom Penh,,Audi,Q7,2013,Plate Number,,SUV,Diesel,Auto,White,kh24,,,
11834185,33333,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C300,2015,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11962056,56500,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover Vogue,2015,Tax Paper,,SUV,Petrol,Auto,Black,kh24,,,
11868769,11300,Cars for Sale,sale,Phnom Penh,,Lexus,RX300,2001,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11552541,17200,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2011,Tax Paper,,Hatchback,Hybrid,Auto,Silver,kh24,,,
11962051,15500,Cars for Sale,sale,Phnom Penh,,Toyota,Tacoma,2006,Plate Number,,Pickup,,Auto,Silver,kh24,,,
11899368,19368,Cars for Sale,sale,Phnom Penh,,Ford,Ecosport,2022,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11962050,25200,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,CLA,2004,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11954100,1380,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11793287,388,Bicycles,,Phnom Penh,,,,,,,,,,,kh24,,,
11621885,22990,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2014,Tax Paper,,,,,White,kh24,,,
11613829,29999,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2011,Tax Paper,,,,,White,kh24,,,
11931291,22990,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2014,Tax Paper,,,,,White,kh24,,,
11949673,140,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11949682,140,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11837731,43990,Cars for Sale,sale,Phnom Penh,,BYD,Other,2024,Tax Paper,,SUV,,,White,kh24,,,
11837771,61590,Cars for Sale,sale,Phnom Penh,,Lexus,RX450h,2016,Tax Paper,,,,,White,kh24,,,
11844349,25990,Cars for Sale,sale,Phnom Penh,,Toyota,Camry,2012,Tax Paper,,,,,White,kh24,,,
11886336,23990,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2015,Tax Paper,,,,,White,kh24,,,
11886344,26990,Cars for Sale,sale,Phnom Penh,,Lexus,HS,2010,Tax Paper,,,,,White,kh24,,,
11828099,30,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11738905,22590,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2012,Tax Paper,,,,,White,kh24,,,
11327396,100,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11738885,24590,Cars for Sale,sale,Phnom Penh,,Lexus,HS,2010,Tax Paper,,,,,White,kh24,,,
11405841,15,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11653994,20,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11909594,1450,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11954737,1490,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Red,kh24,,,
11954916,1790,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11938971,2090,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11888540,42997,Cars for Sale,sale,Phnom Penh,,Toyota,Fortuner,2018,Plate Number,,SUV,Diesel,Auto,White,kh24,,,
11857255,1480,Motorcycles For Sale,,Siem Reap,,,,,Plate Number,,,,,White,kh24,,,
11949776,18508,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Sedan,Hybrid,Auto,Gold,kh24,,,
11949740,33000,Cars for Sale,sale,Phnom Penh,,Lexus,NX,2015,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11927615,48500,Cars for Sale,sale,Phnom Penh,,BMW,i8,2015,Plate Number,,Sports,Electric,Auto,Blue,kh24,,,
11927622,18500,Cars for Sale,sale,Phnom Penh,,BMW,I3,2014,Tax Paper,,Sedan,Electric,Auto,Orange,kh24,,,
11937822,17200,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2011,Plate Number,,,Hybrid,Auto,White,kh24,,,
11962041,82500,Cars for Sale,sale,Phnom Penh,,Toyota,Granvia,2020,Plate Number,,MPV (Minivan),Diesel,Auto,White,kh24,,,
11962040,52500,Cars for Sale,sale,Phnom Penh,,Toyota,Vellfire,2015,Plate Number,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11576302,63900,Cars for Sale,sale,Phnom Penh,,Ford,Ranger,2023,Plate Number,,,Petrol,Auto,Gray,kh24,,,
11614505,74500,Cars for Sale,sale,Phnom Penh,,XPENG,X9,2024,Tax Paper,,MPV (Minivan),Electric,Auto,Black,kh24,,,
11920025,15500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Plate Number,,Sedan,Hybrid,Auto,White,kh24,,,
11933548,34500,Cars for Sale,sale,Phnom Penh,,Kia,EV5,2024,Tax Paper,,SUV,Electric,Auto,White,kh24,,,
11957383,28999,Cars for Sale,sale,Phnom Penh,,BYD,ATTO 3,2024,Tax Paper,,SUV,Electric,Auto,Gray,kh24,,,
11962033,1790,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Other,kh24,,,
11472844,63500,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2015,Plate Number,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11834209,39000,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover Vogue,2014,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11916628,5500,Cars for Sale,sale,Phnom Penh,,BMW,X5,2001,Plate Number,,SUV,Petrol,Auto,Gold,kh24,,,
11959068,2350,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Black,kh24,,,
11957548,12,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11629445,68,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11763833,20,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11955021,68,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11811917,38500,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover Vogue,2014,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11806410,16000,Cars for Sale,sale,Phnom Penh,,Mazda,Mazda2,2023,Plate Number,,,Petrol,Auto,White,kh24,,,
11962027,900,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Manual,,kh24,,,
11678151,17500,Cars for Sale,sale,Battambang,,Ford,Ranger,2015,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11911508,2500,Cars for Sale,sale,Battambang,,Toyota,Crown,1992,Plate Number,,Sedan,Diesel,Auto,Black,kh24,,,
11441875,2240,Cars for Sale,sale,Phnom Penh,,Toyota,Camry,1991,Plate Number,,Sedan,Petrol,Auto,White,kh24,,,
11962023,29500,Cars for Sale,sale,Phnom Penh,,Toyota,Tundra,2014,Plate Number,,Pickup,Petrol,Auto,White,kh24,,,
11962021,1570,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Other,kh24,,,
11955056,55000,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2017,Plate Number,,MPV (Minivan),Petrol,Auto,White,kh24,,,
11896129,1390,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Blue,kh24,,,
11842502,720,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11885088,24800,Cars for Sale,sale,Phnom Penh,,Lexus,RX330,2004,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11592649,9499,Cars for Sale,sale,Phnom Penh,,Kia,Ray,2012,Plate Number,,MPV (Minivan),Petrol,Auto,Gray,kh24,,,
11762251,26300,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2010,Tax Paper,,MPV (Minivan),Petrol,Auto,White,kh24,,,
11765248,26900,Cars for Sale,sale,Phnom Penh,,Toyota,Rush,2022,Plate Number,,,,Auto,White,kh24,,,
11916634,22300,Cars for Sale,sale,Phnom Penh,,Lexus,RX330,2004,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11875739,22800,Cars for Sale,sale,Phnom Penh,,Chevrolet,Colorado,2017,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11924365,1300,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11621171,11800,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2002,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11909297,14500,Cars for Sale,sale,Preah Sihanouk,,SOUEAST,A5,2022,Plate Number,,SUV,,Auto,Black,kh24,,,
