11809298,29800,Cars for Sale,sale,Phnom Penh,,GAC,GS4,2024,Tax Paper,,SUV,Petrol,Auto,Black,kh24,,,
11784345,40100,Cars for Sale,sale,Phnom Penh,,Toyota,Yaris CROSS,2024,Plate Number,,SUV,Hybrid,Auto,Silver,kh24,,,
11913643,30,Vehicles For Rent,,Phnom Penh,,,,,,,,Hybrid,Auto,,kh24,,,
11418488,123000,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C300,2023,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11916909,26800,Cars for Sale,sale,Phnom Penh,,Ford,Mustang,2015,Plate Number,,Sports,Petrol,Auto,Black,kh24,,,
11613964,2050,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11913251,62000,Cars for Sale,sale,Phnom Penh,,GAC,GN8,2025,Tax Paper,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11912251,45000,Cars for Sale,sale,Phnom Penh,,Kia,EV5,2025,Tax Paper,,,,Auto,Black,kh24,,,
11569451,47000,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C-Class,2016,Tax Paper,,Other,Petrol,Auto,Black,kh24,,,
11767023,32571,Cars for Sale,sale,Phnom Penh,,Toyota,Corolla CROSS,2021,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11827159,65000,Cars for Sale,sale,Phnom Penh,,GAC,GN8,2025,Tax Paper,,MPV (Minivan),Petrol,Auto,Black,kh24,,,
11859348,30,Vehicles For Rent,,Kandal,,,,,,,,Hybrid,,,kh24,,,
11943282,20,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Manual,,kh24,,,
11959347,1,Others,,Phnom Penh,,,,,,,,,,,kh24,,,
11797828,520,Vehicles For Rent,,Phnom Penh,,,,,,,,,,,kh24,,,
11496017,750,Bicycles,,Phnom Penh,,,,,,,,,,,kh24,,,
11956525,80,Vehicles For Rent,,Kandal,,,,,,,,Petrol,Auto,,kh24,,,
11859357,30,Vehicles For Rent,,Kandal,,,,,,,,Hybrid,,,kh24,,,
11859321,30,Vehicles For Rent,,Kandal,,,,,,,,Hybrid,,,kh24,,,
11480994,18000,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Sedan,Hybrid,Auto,White,kh24,,,
11859364,50,Vehicles For Rent,,Kandal,,,,,,,,Hybrid,,,kh24,,,
11554542,1485,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11956536,70,Vehicles For Rent,,Kandal,,,,,,,,Petrol,Auto,,kh24,,,
11486517,298000,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover,2023,Plate Number,,,Diesel,Auto,Black,kh24,,,
11775328,1650,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11896524,157999,Cars for Sale,sale,Phnom Penh,,Lexus,LX570,2019,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11914222,134999,Cars for Sale,sale,Phnom Penh,,DENZA,D9,2024,Tax Paper,,,,Auto,Black,kh24,,,
11952608,5950,Cars for Sale,sale,Siem Reap,,Honda,CR-V,2002,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11942410,37777,Cars for Sale,sale,Phnom Penh,,Lexus,RC,2017,Plate Number,,Sports,Petrol,Auto,White,kh24,,,
11642748,36900,Cars for Sale,sale,Phnom Penh,,Toyota,Corolla CROSS,2023,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11924058,32500,Cars for Sale,sale,Phnom Penh,,Ford,Ranger,2020,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11857392,3700,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Other,kh24,,,
11882981,44999,Cars for Sale,sale,Phnom Penh,,Mazda,Mazda3,2024,Tax Paper,,Hatchback,Petrol,Auto,Red,kh24,,,
11882956,24999,Cars for Sale,sale,Phnom Penh,,Mazda,Cx-3,2025,Tax Paper,,SUV,Petrol,Auto,Gold,kh24,,,
11962374,1250,Motorcycles For Sale,,Kampong Speu,,,,,Plate Number,,,,,Beige,kh24,,,
