11794711,5,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11836755,8,Others,,Kampong Chhnang,,,,,,,,,,,kh24,,,
11914668,16500,Cars for Sale,sale,Phnom Penh,,Hyundai,Starex,2011,Plate Number,,MPV (Minivan),Diesel,Auto,Black,kh24,,,
11961243,18300,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2012,Plate Number,,Sedan,Petrol,Auto,White,kh24,,,
11899968,800,Bicycles,,Phnom Penh,,,,,,,,,,,kh24,,,
11811693,2500,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Red,kh24,,,
11550841,1950,Lorries, Vans & Tractors,,Siem Reap,,,,,,,Industrial Vehicle,,,,kh24,,,
11550842,1950,Lorries, Vans & Tractors,,Siem Reap,,,,,,,Other,,,,kh24,,,
11550843,850,Tuk Tuk & Remork,,Siem Reap,,,,,,,,,,,kh24,,,
11961238,10000,Cars for Sale,sale,Phnom Penh,,Lexus,RX300,2002,Plate Number,,SUV,Petrol,Auto,Gold,kh24,,,
11950501,25,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11950504,38,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11646135,11500,Cars for Sale,sale,Battambang,,Lexus,LX470,1999,Plate Number,,,LPG,Auto,Black,kh24,,,
11920046,8600,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2005,Plate Number,,,Petrol,Auto,Other,kh24,,,
11766450,21000,Cars for Sale,sale,Phnom Penh,,BAIC,X55,2021,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11961232,1850,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,White,kh24,,,
11491852,1839,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Gray,kh24,,,
11491853,885,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Gray,kh24,,,
11706029,120,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11909640,100,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Manual,,kh24,,,
11909632,200,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11909637,80,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Auto,,kh24,,,
11909646,70,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Auto,,kh24,,,
11706042,90,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Manual,,kh24,,,
11706041,70,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Auto,,kh24,,,
11399135,120,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11706040,80,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Manual,,kh24,,,
11577297,53000,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2015,Plate Number,,MPV (Minivan),Petrol,Auto,White,kh24,,,
11894169,900,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Black,kh24,,,
11952229,21500,Cars for Sale,sale,Banteay Meanchey,,Lexus,RX330,2004,Plate Number,,SUV,Petrol,Auto,Silver,kh24,,,
11930556,17900,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2013,Tax Paper,,,,Auto,Silver,kh24,,,
11673295,32000,Cars for Sale,sale,Phnom Penh,,Ford,F-150 Raptor,2015,Plate Number,,Pickup,Petrol,Auto,White,kh24,,,
11793130,11500,Cars for Sale,sale,Battambang,,Isuzu,D-MAX,2009,Plate Number,,Pickup,Diesel,Manual,White,kh24,,,
11945653,20,Bicycles,,Phnom Penh,,,,,,,,,,,kh24,,,
11961215,17500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2011,Plate Number,,SUV,Hybrid,Auto,White,kh24,,,
11785768,73000,Cars for Sale,sale,Phnom Penh,,Lexus,LX570,2014,Plate Number,,,,,Black,kh24,,,
11742936,22500,Cars for Sale,sale,Phnom Penh,,Lexus,LX470,2004,Plate Number,,,,,White,kh24,,,
11874732,23000,Cars for Sale,sale,Phnom Penh,,Lexus,LX470,2004,Plate Number,,,,,White,kh24,,,
