11963372,26500,Cars for Sale,sale,Kampong Thom,,Lexus,RX330,2005,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11618213,7500,Cars for Sale,sale,Phnom Penh,,Toyota,Land Cruiser,1994,Plate Number,,SUV,Diesel,Auto,Gold,kh24,,,
11298364,6100,Lorries, Vans & Tractors,,Phnom Penh,,,,,,,,,,,kh24,,,
11560270,890,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11849425,870,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11443763,40900,Cars for Sale,sale,Phnom Penh,,Toyota,Hilux REVO,2025,Tax Paper,,Pickup,Diesel,Auto,White,kh24,,,
11851923,62500,Cars for Sale,sale,Siem Reap,,Ford,F-150 Raptor,2019,Plate Number,,Pickup,Petrol,Auto,Black,kh24,,,
11890513,1800,Cars for Sale,sale,Phnom Penh,,Toyota,Hilux Surf,1980,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11856269,38900,Cars for Sale,sale,Siem Reap,,Ford,Territory,2023,Plate Number,,SUV,Petrol,Auto,Black,kh24,,,
11864514,32500,Cars for Sale,sale,Siem Reap,,Lexus,RX450h,2010,Plate Number,,SUV,Hybrid,Auto,Gold,kh24,,,
11953492,8500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2005,Plate Number,,Sedan,Hybrid,Auto,Blue,kh24,,,
11949061,620,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11938209,620,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11938287,16500,Cars for Sale,sale,Siem Reap,,Toyota,Prius,2010,Plate Number,,Hatchback,Hybrid,Auto,Gold,kh24,,,
11926955,17500,Cars for Sale,sale,Siem Reap,,Toyota,Wigo,2024,Plate Number,,Other,Petrol,Auto,White,kh24,,,
11820012,15900,Cars for Sale,sale,Siem Reap,,Mazda,Mazda2,2017,Plate Number,,Hatchback,Petrol,Auto,White,kh24,,,
11899009,16600,Cars for Sale,sale,Siem Reap,,Ford,Ecosport,2019,Plate Number,,Other,Petrol,Auto,White,kh24,,,
11499999,10500,Cars for Sale,sale,Siem Reap,,Kia,Ray,2013,Tax Paper,,Other,Petrol,Auto,Red,kh24,,,
11864506,9900,Cars for Sale,sale,Siem Reap,,Kia,Morning,2012,Tax Paper,,Other,Petrol,Auto,Other,kh24,,,
11650647,9900,Cars for Sale,sale,Siem Reap,,Kia,Morning,2012,Tax Paper,,Other,Petrol,Auto,Gray,kh24,,,
11691821,3500,Cars for Sale,sale,Kandal,,Toyota,Corolla,2003,Plate Number,,,Petrol,Auto,Silver,kh24,,,
11512700,26800,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2010,Tax Paper,,,,Auto,White,kh24,,,
11794652,350,Motorcycles For Sale,,Kandal,,,,,Plate Number,,,,,Black,kh24,,,
11959292,66666,Cars for Sale,sale,Phnom Penh,,DENZA,D9,2025,Tax Paper,,MPV (Minivan),Electric,Auto,White,kh24,,,
11963368,5350,Cars for Sale,sale,Siem Reap,,Kia,Morning,2008,Plate Number,,Other,Petrol,Auto,Red,kh24,,,
11644094,36763,Cars for Sale,sale,Phnom Penh,,Toyota,Corolla CROSS,2023,Plate Number,,SUV,Petrol,Auto,White,kh24,,,
11792307,14800,Cars for Sale,sale,Phnom Penh,,Lexus,RX330,2004,Plate Number,,SUV,Diesel,Auto,Black,kh24,,,
11934459,10800,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2006,Plate Number,,Sedan,Hybrid,Auto,Gold,kh24,,,
11963363,32000,Cars for Sale,sale,Phnom Penh,,Toyota,Highlander,2013,Tax Paper,,SUV,Petrol,Auto,White,kh24,,,
11963362,9200,Cars for Sale,sale,Phnom Penh,,Toyota,Camry,2002,Plate Number,,,,Auto,White,kh24,,,
11963361,7100,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Blue,kh24,,,
11963359,30800,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C300,2015,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11865292,35000,Cars for Sale,sale,Phnom Penh,,Toyota,Hilux Rally,2019,Plate Number,,Pickup,Diesel,Auto,Black,kh24,,,
11923030,10900,Cars for Sale,sale,Phnom Penh,,Hyundai,Starex,2009,Plate Number,,SUV,Diesel,Auto,White,kh24,,,
11935037,22900,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2012,Tax Paper,,Sedan,Hybrid,Auto,White,kh24,,,
11847808,46500,Cars for Sale,sale,Phnom Penh,,Ford,Ranger Raptor,2022,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11625418,43800,Cars for Sale,sale,Phnom Penh,,CHANGAN,Other,2024,Tax Paper,,Pickup,Hybrid,Auto,Gray,kh24,,,
11847721,43500,Cars for Sale,sale,Phnom Penh,,Ford,Ranger Raptor,2021,Plate Number,,Pickup,Diesel,Auto,White,kh24,,,
11865135,44000,Cars for Sale,sale,Phnom Penh,,Toyota,Hilux Rally,2022,Plate Number,,Pickup,Diesel,Auto,Black,kh24,,,
11576136,40001,Cars for Sale,sale,Phnom Penh,,Chevrolet,Captiva,2025,Tax Paper,,SUV,Petrol,Auto,Black,kh24,,,
11941464,19300,Cars for Sale,sale,Phnom Penh,,Toyota,Raize,2022,Plate Number,,Sedan,Petrol,Auto,Yellow,kh24,,,
11963354,5500,Motorcycles For Sale,,Phnom Penh,,,,,Tax Paper,,,,,Silver,kh24,,,
11370695,26900,Cars for Sale,sale,Phnom Penh,,Toyota,Venza,2010,Tax Paper,,SUV,Petrol,Auto,White,kh24,,,
11370693,53900,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,GLC-Class,2016,Tax Paper,,SUV,Petrol,Auto,White,kh24,,,
11589560,60999,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2016,Tax Paper,,MPV (Minivan),Hybrid,Auto,Black,kh24,,,
11677585,16999,Cars for Sale,sale,Phnom Penh,,Toyota,Camry,2007,Plate Number,,Sedan,Hybrid,Auto,White,kh24,,,
11375001,59900,Cars for Sale,sale,Phnom Penh,,Toyota,Alphard,2015,Tax Paper,,MPV (Minivan),Hybrid,Auto,White,kh24,,,
11957937,2560,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11963352,45000,Cars for Sale,sale,Phnom Penh,,Ford,Ranger Raptor,2021,Plate Number,,Pickup,Diesel,Auto,Black,kh24,,,
11866353,45500,Cars for Sale,sale,Phnom Penh,,Ford,Ranger Wildtrak,2023,Plate Number,,Pickup,Diesel,Auto,Black,kh24,,,
11948697,1350,Tuk Tuk & Remork,,Phnom Penh,,,,,,,,,,,kh24,,,
11942414,132000,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,S500,2015,Tax Paper,,Sedan,Petrol,Auto,Black,kh24,,,
11942249,157000,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,Sprinter,2019,Tax Paper,,Other,Diesel,Auto,Black,kh24,,,
11942118,57500,Cars for Sale,sale,Phnom Penh,,BMW,530i,2017,Tax Paper,,Sedan,Petrol,Auto,Blue,kh24,,,
11942203,36500,Cars for Sale,sale,Phnom Penh,,BMW,530i,2012,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11934869,97000,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,E-Class,2021,Tax Paper,,Sedan,Petrol,Auto,Black,kh24,,,
11947690,49000,Cars for Sale,sale,Phnom Penh,,Land Rover,Range Rover Evoque,2020,Plate Number,,SUV,Petrol,Auto,Blue,kh24,,,
11880986,1,Parts & Accessories,,Phnom Penh,,,,,,,,,,,kh24,,,
11941358,36500,Cars for Sale,sale,Phnom Penh,,Mercedes-Benz,C-Class,2015,Tax Paper,,Sedan,Petrol,Auto,Black,kh24,,,
11922942,1350,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,Gold,kh24,,,
11823251,2700,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11950910,19500,Cars for Sale,sale,Phnom Penh,,Toyota,Prius,2010,Tax Paper,,Sedan,Petrol,Auto,White,kh24,,,
11963348,1930,Motorcycles For Sale,,Phnom Penh,,,,,Plate Number,,,,,White,kh24,,,
11771892,300,Vehicles For Rent,,Phnom Penh,,,,,,,,Diesel,Auto,,kh24,,,
11909329,2600,Vehicles For Rent,,Phnom Penh,,,,,,,,Petrol,Auto,,kh24,,,
11772197,700,Lorries, Vans & Tractors,,Phnom Penh,,,,,,,,,,,kh24,,,
